0,,,,,,,,,,,,,Text identity,,,,,,Related entities,,,Text typology,,,,Language(s) and script(s),,,,,,,,,,,,Physical form,,,,,,,Date of the text,,,,,Filiation,,,,,,,Rights,,,,,0
0,Fields,Identifier of the resource,Origin of the metadata,DHARMA import,Editor of the metadata,Date of the edition,Contributor of the metadata,Reviewer,Date of review,Project,Corpus,Distribution rights of the metadata,Identifier of the text,Designation,Alternative identifier,Alternative designation,Alternative designation,Location on the artefact/conglomerate artefact/monument,ID of the artefact(s),ID of the conglomerate artefact,ID of the monument,Text type 1,Text type 2,Text type 3,Text type 4,Language 1,Script classification 1,Script maturity 1,Language 2,Script classification 2,Script maturity 2,Language 3,Script classification 3,Script maturity 3,Language 4,Script classification 4,Script maturity 4,Lettering technique,Lines (observed),Lines (estimated),Lines per zone(s),Dimensions of text zone(s),Height of glyph,Width of glyph,Date CE,Date range CE,Date certainty,Date precision,Date evidence,Other instances,Type of filiation,Reissue date,Bibliographic references (primary),Bibliographic references (secondary),Keyword(s),Remarks,Project responsible for publication,Distribution rights of the text edition,Identifier of the surrogate,Identifier of the digital image,Link to external repository of images,0
0,Description of the fields,Digital identifier of the inscription as text. Syntax: INS<corpus>00001,Origin of the metadata: database or publication,Date of conversion of previously available metadata to the DHARMA model,"Person(s) who supplied metadata (use the DHARMA members' Ids and separate them by $, if more than one editor)",Start date of metadata input/editing for DHARMA (YYYY-MM-DD),"Person(s) who entered/edited metadata (use the DHARMA members' Ids and separate them by $, if more than one editor)","Validating person (use the DHARMA members' Ids and separate them by $, if more than one editor)",Date of metadata validation (YYYY-MM-DD),Project responsible for making these metadata available,Corpus to which the inscription pertains,Licence applicable to metadata,"Identifier of the text. 
Syntax: INS<corpus>00001",Designation of the text [= title in xml edition],Alternative identifier(s),Alternative designation(s),Alternative designation(s),Location on the artefact/conglomerate artefact/monument (free text),"ID of the artefact bearing the text. If there is more than one artefact bearing the text, use $ as separator.",ID of the conglomerate artefact bearing the text,ID of the monument bearing the text,"Text type (ideally only 1, choose misc. if you need to record more than 1)",Text type 2 (use only if more than 1 is necessary – Text type 1 must then have value misc.),Text type 3 (use only if more than 1 is necessary – Text type 1 must then have value misc.),Text type 4 (use only if more than 1 is necessary – Text type 1 must then have value misc.),Language of the text,Script of the text,Maturity of script (if the script classification is Brahmi and derivatives only),Language of the text,Script of the text,Maturity of script (if the script classification is Brahmi and derivatives only),Language of the text,Script of the text,Maturity of script (if the script classification is Brahmi and derivatives only),Language of the text,Script of the text,Maturity of script (if the script classification is Brahmi and derivatives only),"Writing technique (engraved, relief, painted, etc.)",Number of lines of this text preserved/observed on the artefact(s),Known or estimated total number of lines in this text,"Number of lines observed per zone – if multiple zones, use $ as separator and letter prefix plus colon for each zone (format A:10$B:12)","Height x Width of the inscribed zone or zones (cm) – if multiple zones, use $ as separator and letter prefix plus colon before h and w values ",Height of an average aksara (cm),Width of an average aksara (cm),YYYY-MM-DD or YYYY-MM or YYYY,YYYY-YYYY,degree of certainty of the text's dating,degree of precision of the text's dating,evidence that indicates the date of the text,ID of other instances of the corresponding text,"Status of the given instance in relation with others (original, duplicate, reissue, undetermined)","In case of reissue, CE date of reissue (YYYY or YYYY-YYYY)",Bibliographical references. Use $ to separate the references,Bibliographical references. Use $ to separate the references,"Terms to characterize the inscription. The choice of keywords is free, use $ to separate terms",Remarks on text-related metadata (free text),Project responsible for making this text edition available,Licence applicable to the text edition,Identifier(s) of the related surrogate(s). Use $ to separate the identifiers.,Identifier(s) of the related digital image(s). Use $ to separate the identifiers.,Link(s) to related images stored on external repository.  Use $ to separate the identifiers.,0
INSPallava00155,,INSPallava00155,,,emfr,2023-01-17,,,,DHARMA,Pallava,CC0,INSPallava00155,Vākūr (Pākūr) platesCOMMA time of NṛpatuṅgavarmanCOMMA year 10,,,,,,CONARTPallava000001,,donative - religious_land_grant,,,,Sanskrit,brahmi_and_derivatives - southern_class_brahmi - grantha,regional Brahmi-derived script,Tamil,brahmi_and_derivatives - southern_class_brahmi - tamil_script,vernacular Brahmi-derived script,,,,,,,engraved,79,,,,,,,850-900,,,internal date,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00156,,INSPallava00156,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00156,Tiruvālaṅkāṭu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00157,,INSPallava00157,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00157,Marutāṭu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00158,,INSPallava00158,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00158,Kāvērippākkam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00159,,INSPallava00159,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00159,Parameśvaramaṅgalam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00160,,INSPallava00160,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00160,Tiruvālaṅkāṭu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00161,,INSPallava00161,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00161,Parameśvaramaṅgalam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00162,,INSPallava00162,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00162,Tiruvatikai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00163,,INSPallava00163,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00163,Uttaramērūr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00164,,INSPallava00164,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00164,Kūram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00165,,INSPallava00165,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00165,Kīḻūr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00166,,INSPallava00166,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00166,Tirucceṉṉampūṇṭi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00167,,INSPallava00167,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00167,Tiruvatikai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00168,,INSPallava00168,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00168,Tiruvoṟṟiyūr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00169,,INSPallava00169,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00169,Kāvērippākkam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00170,,INSPallava00170,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00170,Piḷḷaippākkam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00171,,INSPallava00171,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00171,Kaṇṭiyūr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00172,,INSPallava00172,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00172,Kīḻūr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00173,,INSPallava00173,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00173,Kīḻūr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00174,,INSPallava00174,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00174,Kūram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00175,,INSPallava00175,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00175,Tirucceṉṉampūṇṭi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00176,,INSPallava00176,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00176,Tirucceṉṉampūṇṭi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00177,,INSPallava00177,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00177,Tirucceṉṉampūṇṭi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00178,,INSPallava00178,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00178,Tirukkōṭikkāval,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00179,,INSPallava00179,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00179,Tiruvatikai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00180,,INSPallava00180,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00180,Lālkuṭi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00181,,INSPallava00181,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00181,Guḍimallam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00182,,INSPallava00182,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00182,Pēraṇakkāvūr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00183,,INSPallava00183,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00183,Putuppākkam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00184,,INSPallava00184,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00184,Tirukkōṭikkāval,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00185,,INSPallava00185,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00185,Tirumukkūṭal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00186,,INSPallava00186,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00186,Kāvērippākkam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00187,,INSPallava00187,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00187,Uttaramērūr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00188,,INSPallava00188,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00188,Āmpūr,,,,,,,,commemorative - memorial - hero_memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00189,,INSPallava00189,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00189,Āmpūr,,,,,,,,commemorative - memorial - hero_memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00190,,INSPallava00190,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00190,Uttaramērūr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00191,,INSPallava00191,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00191,Piḷḷaippākkam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00192,,INSPallava00192,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00192,Accaravākkam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00193,,INSPallava00193,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00193,Piḷḷaippākkam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00194,,INSPallava00194,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00194,Tirucceṉṉampūṇṭi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00195,,INSPallava00195,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00195,Uttaramērūr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00196,,INSPallava00196,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00196,Poṟpantal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00197,,INSPallava00197,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00197,Kāvērippākkam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00198,,INSPallava00198,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00198,Cāttamaṅkalam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00199,,INSPallava00199,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00199,Uttaramērūr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00200,,INSPallava00200,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00200,Tiruvoṟṟiyūr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00201,,INSPallava00201,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00201,Cōḻapuram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00202,,INSPallava00202,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00202,Tā-Veḷūr,,,,,,,,commemorative - memorial - hero_memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00203,,INSPallava00203,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00203,Uttaramērūr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00204,,INSPallava00204,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00204,Uttaramērūr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00205,,INSPallava00205,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00205,Uttaramērūr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00206,,INSPallava00206,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00206,Uttaramērūr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00207,,INSPallava00207,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00207,Tiruvoṟṟiyūr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00208,,INSPallava00208,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00208,Uttaramērūr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00209,,INSPallava00209,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00209,Melapatti,,,,,,,,commemorative - memorial - hero_memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00210,,INSPallava00210,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00210,Ukkal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00211,,INSPallava00211,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00211,Uttaramērūr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00212,,INSPallava00212,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00212,Kīḻputtūr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00213,,INSPallava00213,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00213,Kāvantaṇṭalam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00214,,INSPallava00214,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00214,Kāvantaṇṭalam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00215,,INSPallava00215,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00215,Ukkal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00216,,INSPallava00216,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00216,Uttaramērūr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00217,,INSPallava00217,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00217,Uttaramērūr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00218,,INSPallava00218,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00218,Uttaramērūr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00219,,INSPallava00219,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00219,Tiruvoṟṟiyūr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00220,,INSPallava00220,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00220,Kāvērippākkam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00221,,INSPallava00221,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00221,Tippasamudram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00222,,INSPallava00222,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00222,Kāvantaṇṭalam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00223,,INSPallava00223,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00223,Uttaramērūr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00224,,INSPallava00224,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00224,Tiruvoṟṟiyūr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00225,,INSPallava00225,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00225,Pirammatēcam=Brahmadeśam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00226,,INSPallava00226,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00226,Mallam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00227,,INSPallava00227,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00227,Uttaramērūr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00228,,INSPallava00228,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00228,Cōḻapuram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00229,,INSPallava00229,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00229,Uttaramērūr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00230,,INSPallava00230,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00230,Āṉūr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00231,,INSPallava00231,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00231,Ūttukkāṭu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00232,,INSPallava00232,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00232,Maṭam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00233,,INSPallava00233,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00233,Koṭuṅkalūr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00234,,INSPallava00234,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00234,Olakkūr,,,,,,,,commemorative - memorial - hero_memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00235,,INSPallava00235,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00235,Māṅkāṭu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00236,,INSPallava00236,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00236,Putuppākkam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00237,,INSPallava00237,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00237,Satyavēṭu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00238,,INSPallava00238,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00238,Tiruvoṟṟiyūr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00239,,INSPallava00239,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00239,Tiruvoṟṟiyūr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00240,,INSPallava00240,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00240,Satyavēṭu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00241,,INSPallava00241,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00241,Tiruvoṟṟiyūr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00242,,INSPallava00242,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00242,Tiruvoṟṟiyūr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00243,,INSPallava00243,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00243,Tiruvoṟṟiyūr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00244,,INSPallava00244,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00244,Tiruvoṟṟiyūr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00245,,INSPallava00245,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00245,Tiruttaṇi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00246,,INSPallava00246,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00246,Tiruttaṇi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
